,tra_sup_loss_mean,tra_dice_DSC1,tra_dice_DSC2,tra_dice_DSC3,val_loss_mean,val_dice_DSC1,val_dice_DSC2,val_dice_DSC3,val_bdice_DSC1,val_bdice_DSC2,val_bdice_DSC3,reg_weight_mean,lr_mean,unlab_marginal_gap_mean,unlab_fmarginal_gap_mean,unlab_centropy_mean,__unlab_marginal_average_mean,__unlab_fmarginal_average_mean,test_marginal_gap_mean,test_fmarginal_gap_mean,test_centropy_mean,__test_marginal_average_mean,__test_fmarginal_average_mean
0,1.3118772687157607,0.032924067229032516,0.046041809022426605,0.055184148252010345,1.0194474387168881,0.011449473910033703,0.020421264693140984,0.024975420907139778,0.013679292984306812,0.02096986211836338,0.025977088138461113,0.0,0.0001,1.0297319766832522,0.006290741337579683,1.2992550644557912,"tensor([0.3006, 0.1888, 0.2635, 0.2471], device='cuda:0')","tensor([0.2705, 0.3765, 0.3530], device='cuda:0')",0.7557343840599059,0.0007067006174474956,1.24783109664917,"tensor([0.3983, 0.1653, 0.2236, 0.2128], device='cuda:0')","tensor([0.2743, 0.3714, 0.3543], device='cuda:0')"
1,0.3468288603471592,0.17894648015499115,0.036132775247097015,0.044664859771728516,0.18019619882106777,0.18859648704528809,0.030701754614710808,0.048245616257190704,3.834403714680912e-12,2.7610151578233433e-12,3.6181049475891847e-12,0.0,0.00309,0.07699636378310969,0.0011149654128530533,0.43866724433610205,"tensor([0.8765, 0.0376, 0.0443, 0.0417], device='cuda:0')","tensor([0.3107, 0.3556, 0.3337], device='cuda:0')",0.031314854249358176,0.0032934969663619995,0.3745014321804047,"tensor([0.8965, 0.0340, 0.0362, 0.0332], device='cuda:0')","tensor([0.3288, 0.3503, 0.3209], device='cuda:0')"
2,0.22373325118678639,0.18359375,0.0439453125,0.05517578125,0.10056897252798079,0.18859648704528809,0.030701754614710808,0.048245616257190704,3.834403714680912e-12,2.7610151578233433e-12,3.6181049475891847e-12,0.0,0.00608,0.0002303592016232868,0.0016932572734731377,0.2422674456029198,"tensor([0.9285, 0.0238, 0.0247, 0.0231], device='cuda:0')","tensor([0.3327, 0.3451, 0.3222], device='cuda:0')",0.0028874402679502963,0.004298607409000397,0.1631204044818878,"tensor([0.9519, 0.0161, 0.0166, 0.0154], device='cuda:0')","tensor([0.3340, 0.3460, 0.3200], device='cuda:0')"
3,0.1844912930828286,0.1787109375,0.03662109375,0.0458984375,0.08830449923872946,0.18859648704528809,0.030701754614710808,0.048245616257190704,3.834403714680912e-12,2.7610151578233433e-12,3.6181049475891847e-12,0.0,0.00907,0.0006380501145031303,0.0017429679212455096,0.19458373112138352,"tensor([0.9298, 0.0235, 0.0239, 0.0229], device='cuda:0')","tensor([0.3346, 0.3398, 0.3256], device='cuda:0')",0.0029043205268681044,0.004189123287796973,0.1419880771636963,"tensor([0.9507, 0.0164, 0.0170, 0.0159], device='cuda:0')","tensor([0.3333, 0.3451, 0.3216], device='cuda:0')"
4,0.16434446512721473,0.1609363853931427,0.03665771335363388,0.37292975187301636,0.06947786703705787,0.14485874772071838,0.010320199653506279,0.5415780544281006,0.00024425468291155994,0.01074422337114811,0.5640833973884583,0.0,0.01206,0.00021367618865042467,0.0011422805123402209,0.17423374013742426,"tensor([0.9270, 0.0241, 0.0247, 0.0242], device='cuda:0')","tensor([0.3305, 0.3384, 0.3311], device='cuda:0')",0.00028016834752634165,0.003936452120542526,0.0937857884168625,"tensor([0.9639, 0.0120, 0.0125, 0.0117], device='cuda:0')","tensor([0.3320, 0.3464, 0.3216], device='cuda:0')"
5,0.15197242246358655,0.05178401246666908,0.06057415157556534,0.5307320356369019,0.0671395917236805,0.0736289843916893,0.07089489698410034,0.5258550047874451,0.05716739594936371,0.07521548867225647,0.5536895394325256,0.0,0.015050000000000001,0.00010816196936502827,0.0008143968929061889,0.16114663648477287,"tensor([0.9248, 0.0248, 0.0253, 0.0251], device='cuda:0')","tensor([0.3302, 0.3366, 0.3332], device='cuda:0')",0.0006902696948964148,0.005973367244005203,0.09512876212596892,"tensor([0.9603, 0.0135, 0.0137, 0.0125], device='cuda:0')","tensor([0.3415, 0.3460, 0.3126], device='cuda:0')"
6,0.1418086854100693,0.07824607193470001,0.1673036813735962,0.5522574186325073,0.06262015581130981,0.06874150782823563,0.20744341611862183,0.5898236632347107,0.043538980185985565,0.2204158753156662,0.6237800717353821,0.0,0.01804,7.6493003575706e-05,0.0009610067510266167,0.15107521186291706,"tensor([0.9241, 0.0249, 0.0258, 0.0252], device='cuda:0')","tensor([0.3290, 0.3403, 0.3307], device='cuda:0')",0.0003271986613981426,0.005021400228142739,0.07941834107041358,"tensor([0.9650, 0.0117, 0.0125, 0.0109], device='cuda:0')","tensor([0.3347, 0.3599, 0.3054], device='cuda:0')"
7,0.1326036519312765,0.1324070543050766,0.268324613571167,0.6156564950942993,0.05472724124789238,0.2511075735092163,0.2899169921875,0.7191150188446045,0.31426963210105896,0.3049500286579132,0.7709315419197083,0.0,0.021030000000000004,0.00015226345931296237,0.0015234390921250456,0.14353185440995742,"tensor([0.9238, 0.0257, 0.0265, 0.0240], device='cuda:0')","tensor([0.3381, 0.3485, 0.3134], device='cuda:0')",0.0005793157499283553,0.013608656488358972,0.07196229279041291,"tensor([0.9651, 0.0127, 0.0124, 0.0098], device='cuda:0')","tensor([0.3673, 0.3580, 0.2747], device='cuda:0')"
8,0.11415628675604242,0.4300636947154999,0.1698218584060669,0.7200225591659546,0.047131535932421684,0.44737565517425537,0.29952600598335266,0.7332446575164795,0.6301897168159485,0.31892645359039307,0.7904719114303589,0.0,0.02402,0.0011893273308487566,0.0158855449908515,0.12933671406062805,"tensor([0.9221, 0.0307, 0.0247, 0.0224], device='cuda:0')","tensor([0.3955, 0.3182, 0.2863], device='cuda:0')",0.0009269443200901152,0.02176434695720673,0.06060296341776847,"tensor([0.9644, 0.0143, 0.0103, 0.0110], device='cuda:0')","tensor([0.3999, 0.2942, 0.3059], device='cuda:0')"
9,0.09295402875432038,0.5665113925933838,0.42559564113616943,0.7173923254013062,0.0463242518901825,0.5247151255607605,0.4393967390060425,0.7214260697364807,0.6873948574066162,0.46893587708473206,0.779661238193512,0.0,0.027010000000000003,0.001148884889062172,0.014013061809237122,0.10941569987335245,"tensor([0.9216, 0.0298, 0.0239, 0.0247], device='cuda:0')","tensor([0.3792, 0.3069, 0.3139], device='cuda:0')",0.00014685990987345577,0.0014864960312843322,0.06260020032525063,"tensor([0.9660, 0.0111, 0.0124, 0.0104], device='cuda:0')","tensor([0.3244, 0.3719, 0.3037], device='cuda:0')"
